employee_id,full_name,company,country,city,department,job_family,job_title,job_level,manager_id,manager_name,employee_type,contract_type,shift_type,hire_date,exit_date,status,onboarding_completed,onboarding_completion_date,training_completed,safety_training_completed,last_training_date,performance_review_completed,engagement_score,absenteeism_days_ytd,overtime_hours_qtr,hr_system,automation_candidate,data_issue
OMN-01551,Laura Koppel,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00318,Jaan Lepp,Full-time,Permanent,Weekend support,2016-09-18,,Active,Yes,2016-10-26,Yes,Yes,2026-01-01,Yes,64,0,13,SAP SuccessFactors,No,
OMN-01552,Liis Koppel,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01477,Jaan Saar,Full-time,Permanent,Weekend support,2023-08-27,,Active,Yes,2023-09-03,Yes,Yes,2025-12-13,Yes,96,0,3,SAP SuccessFactors,No,
OMN-01553,Maarja Lepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-01140,Maarja Rebane,Part-time,Permanent,Rotating,2014-06-23,,Active,Yes,2014-08-10,Yes,Yes,2024-03-22,No,68,6,40,SAP SuccessFactors,No,
OMN-01554,Martin Mägi,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Customer Support Agent,Junior,OMN-01115,Kärt Kask,Full-time,Permanent,Standard office hours,2025-04-26,,Active,Yes,2025-06-23,Yes,Not required,2025-11-21,Not eligible,80,0,20,SAP SuccessFactors,Yes,
OMN-01555,Anu Kukk,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00067,Evelin Sepp,Full-time,Permanent,Standard office hours,2023-11-27,,Active,Yes,2024-01-01,Yes,Not required,2024-03-11,Yes,85,0,9,SAP SuccessFactors,Yes,
OMN-01556,Tanel Sepp,AS Eesti Post,Estonia,Pärnu,IT & Product,Technology,Senior Software Engineer,Senior,OMN-01522,Laura Kask,Full-time,Permanent,Hybrid,2017-05-06,,Active,No,,Yes,Not required,2018-09-30,No,70,0,24,SAP SuccessFactors,No,
OMN-01557,Triin Tamm,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01066,Martin Lepp,Part-time,Fixed-term,Morning,2024-05-08,,Active,Yes,2024-06-01,Yes,Yes,2024-10-05,Yes,79,3,4,SAP SuccessFactors,Yes,
OMN-01558,Rasmus Tamm,AS Eesti Post,Estonia,Rakvere,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Junior,OMN-00528,Siim Kask,Full-time,Fixed-term,Standard office hours,2015-05-22,,Active,Yes,2015-06-07,Yes,Yes,2017-07-25,Yes,67,6,7,SAP SuccessFactors,No,
OMN-01559,Martin Ilves,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00078,Jaan Ilves,Full-time,Permanent,Rotating,2017-02-19,2023-07-28,Exited,Yes,2017-04-08,,Yes,2022-06-04,No,99,4,20,SAP SuccessFactors,No,Missing training status
OMN-01560,Martin Ilves,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-00624,Jaan Rebane,Full-time,Fixed-term,Morning,2014-04-02,,Active,Yes,2014-05-07,Yes,Yes,2018-12-21,Yes,94,4,14,SAP SuccessFactors,No,
OMN-01561,Jaan Kask,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-01477,Jaan Saar,Full-time,Permanent,Rotating,2023-11-13,2023-09-23,Exited,Yes,2023-12-12,Yes,Yes,2025-06-20,Yes,95,1,3,SAP SuccessFactors,No,Hire date after exit date
OMN-01562,Kristjan Kukk,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01435,Jaan Mägi,Full-time,Permanent,Night,2024-12-23,,Active,Yes,2025-02-09,Yes,Yes,2025-05-20,Yes,95,14,13,SAP SuccessFactors,No,
OMN-01563,Laura Koppel,AS Eesti Post,Estonia,Tartu,Postal Services,Operations,Post Office Clerk,Specialist,OMN-00350,Martin Sepp,Full-time,Permanent,Standard office hours,2018-10-15,,Active,Yes,2018-11-30,Yes,No,2024-08-05,No,59,3,6,SAP SuccessFactors,Yes,
OMN-01564,Siim Rebane,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00318,Jaan Lepp,Full-time,Permanent,Rotating,2021-09-30,,Active,Yes,2021-11-28,Yes,Yes,2025-11-16,Yes,96,4,0,SAP SuccessFactors,No,
OMN-01565,Siim Mägi,AS Eesti Post,Estonia,Tallinn,Legal & Compliance,Legal & Compliance,Legal Assistant,Specialist,OMN-00253,Evelin Mägi,Full-time,Permanent,Hybrid,2025-12-06,,Active,Yes,2025-12-23,Yes,Not required,2026-04-20,Yes,84,2,11,SAP SuccessFactors,No,
OMN-01566,Kärt Kask,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00318,Jaan Lepp,Full-time,Permanent,Weekend support,2023-04-20,,Active,Yes,2023-05-13,Yes,Yes,2024-11-25,Yes,96,2,3,SAP SuccessFactors,No,
OMN-01567,Liis Saar,AS Eesti Post,Estonia,Tallinn,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00864,Rasmus Sepp,Full-time,Service contract,Weekend support,2014-05-09,,Active,Yes,2014-05-22,Yes,Yes,2022-03-22,No,83,5,19,SAP SuccessFactors,No,
OMN-01568,Jaan Mägi,AS Eesti Post,Estonia,Rakvere,Finance,Finance,Finance Specialist,Junior,OMN-01688,Mihkel Lepp,Full-time,Permanent,Standard office hours,2018-10-18,,Active,Yes,2018-11-28,Yes,Not required,2018-11-29,Yes,79,2,0,SAP SuccessFactors,Yes,
OMN-01569,Anu Mägi,AS Eesti Post,Estonia,Tartu,Customer Support,Support,Customer Support Agent,Junior,OMN-01056,Kadri Ilves,Contractor,Permanent,Standard office hours,2020-10-28,2025-06-14,Exited,Yes,2020-11-23,Yes,Not required,2023-12-16,Yes,57,5,0,SAP SuccessFactors,Yes,
OMN-01570,Triin Rebane,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-00624,Jaan Rebane,Full-time,Permanent,Morning,2020-07-25,2025-01-08,Exited,Yes,2020-08-14,Yes,Yes,2025-04-04,Yes,73,3,42,SAP SuccessFactors,No,
OMN-01571,Triin Tamm,AS Eesti Post,Estonia,Rakvere,Data & Automation,Data & Automation,Automation Specialist,Specialist,OMN-01287,Anu Kask,Seasonal,Permanent,Standard office hours,2021-04-21,,Active,Yes,2021-04-29,No,Not required,,Yes,73,3,0,SAP SuccessFactors,Yes,
OMN-01572,Martin Ilves,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Senior Universal Postal Service Coordinator,Senior,OMN-00318,Jaan Lepp,Full-time,Permanent,Rotating,2020-02-19,,Active,Yes,2020-03-18,Yes,Yes,2021-11-26,No,69,11,12,SAP SuccessFactors,No,
OMN-01573,Evelin Sepp,AS Eesti Post,Estonia,Rakvere,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00546,Evelin Lepp,Contractor,Permanent,Standard office hours,2019-12-13,2025-05-16,Exited,Yes,2019-12-23,Yes,Not required,2022-01-15,No,78,6,9,SAP SuccessFactors,Yes,
OMN-01574,Maarja Kask,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-00078,Jaan Ilves,Full-time,Permanent,Evening,2021-05-28,,Active,Yes,2021-06-30,Yes,Yes,2023-08-30,Yes,81,3,0,SAP SuccessFactors,No,
OMN-01575,Kristjan Kukk,AS Eesti Post,Estonia,Tartu,Sales & Partnerships,Commercial,Sales Specialist,Specialist,OMN-00139,Kristjan Kask,Full-time,Permanent,Hybrid,2014-12-29,2024-01-21,Exited,No,,Yes,Not required,2024-02-28,No,98,8,12,SAP SuccessFactors,No,
OMN-01576,Laura Lepp,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00779,Laura Kask,Full-time,Fixed-term,Evening,2018-12-21,,Active,Yes,2019-01-07,Yes,Yes,2024-10-01,Yes,55,5,36,SAP SuccessFactors,No,
OMN-01577,Kristjan Sepp,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00874,Evelin Kukk,Part-time,Permanent,Night,2020-08-07,,Active,Yes,2020-09-20,Yes,Yes,2021-08-13,Yes,91,10,48,SAP SuccessFactors,No,
OMN-01578,Tanel Saar,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Customer Support Agent,Junior,OMN-00483,Martin Rebane,Full-time,Permanent,Rotating,2016-02-17,,Active,Yes,2016-02-25,Yes,Not required,2021-10-02,Yes,58,0,9,SAP SuccessFactors,Yes,
OMN-01579,Siim Kask,AS Eesti Post,Estonia,Rakvere,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-01720,Liis Kask,Seasonal,Fixed-term,Weekend support,2017-08-27,,Active,Yes,2017-08-31,Yes,No,2023-02-25,No,92,1,10,SAP SuccessFactors,No,
OMN-01580,Kärt Lepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01415,Tanel Kask,Full-time,Permanent,Rotating,2021-12-01,,Active,Yes,2022-01-25,Yes,Yes,2023-02-10,Yes,84,0,22,SAP SuccessFactors,No,
OMN-01581,Anu Rebane,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-00098,Siim Koppel,Contractor,Service contract,Morning,2016-05-20,,Active,Yes,2016-05-25,No,Yes,,Yes,78,0,3,SAP SuccessFactors,No,
OMN-01582,Kristjan Saar,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-00078,Jaan Ilves,Part-time,Permanent,Morning,2026-06-08,,Active,Yes,2026-06-18,No,Yes,,Not eligible,93,9,0,SAP SuccessFactors,No,
OMN-01583,Kadri Ilves,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-01623,Maarja Kukk,Part-time,Permanent,Rotating,2017-01-16,,Active,Yes,2017-03-02,Yes,Yes,2024-10-02,Yes,60,8,0,SAP SuccessFactors,No,
OMN-01584,Maarja Mägi,AS Eesti Post,Estonia,Rakvere,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00768,Mihkel Sepp,Full-time,Permanent,Rotating,2022-01-22,,Active,Yes,2022-02-01,Yes,Yes,2024-04-30,No,98,9,0,SAP SuccessFactors,No,
OMN-01585,Mihkel Saar,AS Eesti Post,Estonia,Rakvere,Customer Support,Support,Senior Customer Support Agent,Senior,OMN-01767,Jaan Sepp,Part-time,Permanent,Standard office hours,2025-03-16,2026-03-07,Exited,Yes,2025-04-05,Yes,Not required,2025-12-30,No,,0,14,SAP SuccessFactors,Yes,
OMN-01586,Anu Sepp,AS Eesti Post,Estonia,Tallinn,International Logistics,Logistics,Customs Support Specialist,Specialist,OMN-00546,Evelin Lepp,Full-time,Permanent,Standard office hours,2024-03-30,,Active,Yes,2024-05-25,Yes,Not required,2025-03-21,Yes,70,11,25,SAP SuccessFactors,Yes,
OMN-01587,Evelin Tamm,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-01373,Maarja Kask,Full-time,Fixed-term,Night,2020-07-06,,Active,Yes,2020-08-21,Yes,Yes,2026-06-30,Yes,78,0,0,SAP SuccessFactors,No,
OMN-01588,Jaan Sepp,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01197,Triin Rebane,Full-time,Permanent,Rotating,2025-10-06,2025-12-06,Exited,Yes,2025-10-17,Yes,Yes,2026-04-22,Yes,78,9,37,SAP SuccessFactors,No,
OMN-01589,Kadri Kask,AS Eesti Post,Estonia,Tallinn,Customer Support,Support,Senior Customer Support Specialist,Specialist,OMN-01220,Rasmus Sepp,Full-time,Fixed-term,Standard office hours,2020-12-01,,Active,Yes,2021-01-23,No,Not required,,Yes,56,6,13,SAP SuccessFactors,Yes,
OMN-01590,Maarja Sepp,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Delivery Coordinator,Specialist,OMN-01123,Siim Tamm,Full-time,Permanent,Morning,2015-05-31,2018-07-14,Exited,Yes,2015-06-12,Yes,Yes,2019-03-30,No,56,7,22,SAP SuccessFactors,No,
OMN-01591,Jaan Sepp,AS Eesti Post,Estonia,Tallinn,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00289,Kristjan Lepp,Part-time,Permanent,Standard office hours,2016-06-03,,Active,Yes,2016-08-02,No,Not required,,Yes,59,4,11,SAP SuccessFactors,Yes,
OMN-01592,Rasmus Lepp,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Senior Courier,Senior,OMN-00463,Martin Mägi,Full-time,Permanent,Rotating,2019-02-27,,Active,Yes,2019-03-11,Yes,Yes,2025-08-24,Yes,68,2,0,SAP SuccessFactors,No,
OMN-01593,Kadri Koppel,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Senior Network Operations Specialist,Senior,OMN-00766,Martin Kask,Full-time,Fixed-term,Rotating,2024-11-21,,Active,Yes,2024-12-24,Yes,Yes,2026-06-01,Yes,56,4,4,SAP SuccessFactors,Yes,
OMN-01594,Martin Ilves,AS Eesti Post,Estonia,Tallinn,HR & People Operations,People,Junior HR Specialist,Junior,OMN-00816,Liis Mägi,Full-time,Permanent,Standard office hours,2025-08-06,,Active,Yes,2025-10-03,Yes,Not required,2026-01-12,Yes,83,0,6,SAP SuccessFactors,Yes,
OMN-01595,Tanel Koppel,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Senior Customs Support Specialist,Senior,OMN-00861,Kristjan Kask,Full-time,Service contract,Standard office hours,2024-08-14,,Active,Yes,2024-09-30,Yes,Not required,2025-06-17,Yes,63,6,20,SAP SuccessFactors,Yes,
OMN-01596,Kärt Sepp,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01255,Evelin Tamm,Full-time,Permanent,Rotating,2016-11-16,,Active,No,,Yes,Yes,2023-01-31,Yes,69,3,15,SAP SuccessFactors,No,
OMN-01597,Maarja Mägi,AS Eesti Post,Estonia,Tartu,Postal Services,Operations,Post Office Clerk,Specialist,OMN-01248,Siim Saar,Full-time,Fixed-term,Rotating,2023-11-25,,Active,Yes,2023-12-17,Yes,No,2024-10-18,No,82,9,13,SAP SuccessFactors,Yes,
OMN-01598,Mihkel Rebane,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01505,Tanel Mägi,Full-time,Permanent,Rotating,2026-06-17,,Active,Yes,2026-06-20,Yes,Yes,2026-06-24,Not eligible,99,5,17,SAP SuccessFactors,No,
OMN-01599,Maarja Rebane,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Courier,Junior,OMN-01173,Siim Mägi,Full-time,Permanent,Rotating,2015-10-31,,Active,Yes,2015-12-02,No,Yes,,Yes,67,10,35,SAP SuccessFactors,No,
OMN-01600,Martin Kask,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01513,Jaan Sepp,Part-time,Service contract,Morning,2019-06-14,,Active,Yes,2019-06-18,Yes,Yes,2019-12-18,No,73,4,37,SAP SuccessFactors,No,
OMN-01601,Siim Koppel,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Warehouse Specialist,Specialist,OMN-01066,Martin Lepp,Full-time,Permanent,Morning,2023-04-10,,Active,Yes,2023-05-28,Yes,Yes,2024-01-02,Yes,63,0,22,SAP SuccessFactors,No,
OMN-01602,Jaan Mägi,AS Eesti Post,Estonia,Tartu,Legal & Compliance,Legal & Compliance,Compliance Specialist,Junior,OMN-01301,Siim Rebane,Full-time,Permanent,Standard office hours,2015-01-04,2018-04-01,Exited,Yes,2015-01-09,Yes,Not required,2024-11-08,Yes,97,6,12,SAP SuccessFactors,No,
OMN-01603,Laura Ilves,AS Eesti Post,Estonia,Narva,Customer Support,Support,Senior Customer Support Agent,Senior,OMN-01476,Siim Kukk,Full-time,Permanent,Standard office hours,2020-12-11,,Active,Yes,2021-01-09,Yes,Not required,2025-10-06,Not eligible,79,9,8,SAP SuccessFactors,Yes,
OMN-01604,Siim Koppel,AS Eesti Post,Estonia,Tartu,Sorting Center Operations,Operations,Sorting Line Lead,Lead,OMN-00766,Martin Kask,Seasonal,Fixed-term,Night,2017-06-20,,Active,Yes,2017-08-16,Yes,No,2023-02-11,Yes,64,0,25,SAP SuccessFactors,No,
OMN-01605,Rasmus Kask,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01123,Siim Tamm,Contractor,Permanent,Evening,2018-06-07,,Active,Yes,2018-07-22,Yes,Yes,2018-11-04,No,79,7,24,SAP SuccessFactors,No,
OMN-01606,Evelin Mägi,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00459,Mihkel Ilves,Full-time,Service contract,Morning,2018-08-12,2023-06-05,Exited,No,,Yes,No,2023-06-20,Yes,70,4,25,SAP SuccessFactors,No,
OMN-01607,Kadri Tamm,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00577,Kärt Saar,Full-time,Permanent,Evening,2020-11-19,,Active,Yes,2020-12-18,Yes,Yes,2024-09-03,Yes,89,6,0,SAP SuccessFactors,No,
OMN-01608,Jaan Lepp,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01626,Kärt Koppel,Full-time,Permanent,Evening,2018-06-05,2023-11-08,Exited,Yes,2018-07-11,Yes,Yes,2023-12-12,Yes,67,0,39,SAP SuccessFactors,Yes,
OMN-01609,Rasmus Saar,AS Eesti Post,Estonia,Pärnu,International Logistics,Logistics,Transit Operations Coordinator,Specialist,OMN-00861,Kristjan Kask,Part-time,Permanent,Weekend support,2021-10-05,,Active,Yes,2021-10-19,Yes,Not required,2024-03-08,No,66,5,18,SAP SuccessFactors,Yes,
OMN-01610,Tanel Tamm,AS Eesti Post,Estonia,Tallinn,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00748,Liis Mägi,Full-time,Permanent,Standard office hours,2014-09-29,,Active,Yes,2014-11-18,Yes,Yes,2019-03-15,Yes,93,4,10,SAP SuccessFactors,No,
OMN-01611,Anu Saar,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00318,Jaan Lepp,Contractor,Permanent,Standard office hours,2022-08-16,,Active,Yes,2022-10-09,Yes,Yes,2026-04-25,Yes,75,8,6,SAP SuccessFactors,No,
OMN-01612,Anu Ilves,AS Eesti Post,Estonia,Rakvere,HR & People Operations,People,Recruitment Coordinator,Specialist,OMN-00716,Rasmus Mägi,Full-time,Permanent,Hybrid,2019-03-09,,Active,Yes,2019-04-29,Yes,Not required,2021-05-10,Yes,68,3,5,SAP SuccessFactors,Yes,
OMN-01613,Jaan Sepp,AS Eesti Post,Estonia,Rakvere,Postal Services,Operations,Postal Service Specialist,Junior,OMN-01477,Jaan Saar,Full-time,Fixed-term,Rotating,2019-12-27,2024-08-07,Exited,Yes,2020-01-09,Yes,Yes,2025-06-20,Yes,97,0,18,SAP SuccessFactors,Yes,
OMN-01614,Mihkel Rebane,AS Eesti Post,Estonia,Tartu,Data & Automation,Data & Automation,Senior People Data Specialist,Senior,OMN-01287,Anu Kask,Full-time,Permanent,Standard office hours,2014-02-07,,Active,Yes,2014-03-23,Yes,Not required,2026-06-12,Yes,87,0,17,SAP SuccessFactors,Yes,
OMN-01615,Jaan Lepp,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Junior,OMN-00459,Mihkel Ilves,Seasonal,Fixed-term,Rotating,2020-07-31,,Active,Yes,2020-08-13,Yes,Yes,2024-11-14,Yes,85,0,0,SAP SuccessFactors,No,
OMN-01616,Mihkel Kukk,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Sorting Operator,Junior,OMN-01229,Siim Kukk,Full-time,Permanent,Morning,2025-08-16,,Active,Yes,2025-08-24,Yes,Yes,2026-02-10,Yes,69,3,41,SAP SuccessFactors,No,
OMN-01617,Kärt Tamm,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00442,Jaan Sepp,Full-time,Permanent,Morning,2022-03-06,,Active,Yes,2022-04-17,Yes,Yes,2024-05-29,Yes,93,3,58,SAP SuccessFactors,No,
OMN-01618,Kadri Ilves,AS Eesti Post,Estonia,Tallinn,International Logistics,Logistics,Customs Support Specialist,Specialist,OMN-01484,Maarja Sepp,Full-time,Permanent,Rotating,2025-10-10,,Active,Yes,2025-10-25,Yes,Not required,2026-01-13,No,80,1,3,SAP SuccessFactors,Yes,
OMN-01619,Kadri Tamm,AS Eesti Post,Estonia,Pärnu,Customer Support,Support,Customer Support Agent,Junior,OMN-01476,Siim Kukk,Full-time,Service contract,Rotating,2024-08-24,,Active,Yes,2024-10-22,Yes,Not required,2025-09-23,Yes,99,3,9,SAP SuccessFactors,Yes,
OMN-01620,Tanel Koppel,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Specialist,OMN-01494,Maarja Mägi,Full-time,Permanent,Morning,2019-03-03,,Active,Yes,2019-04-16,No,Yes,,Yes,79,8,0,SAP SuccessFactors,No,
OMN-01621,Siim Lepp,AS Eesti Post,Estonia,Tartu,IT & Product,Technology,Team Lead,Lead,OMN-00775,Evelin Saar,Full-time,Permanent,Standard office hours,2024-08-23,,Active,Yes,2024-10-17,Yes,Not required,2024-11-02,Yes,65,1,1,SAP SuccessFactors,No,
OMN-01622,Kristjan Rebane,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Universal Postal Service Coordinator,Specialist,OMN-01477,Jaan Saar,Contractor,Permanent,Rotating,2020-09-15,2025-01-02,Exited,Yes,2020-11-10,Yes,Yes,2020-12-12,Yes,67,7,2,SAP SuccessFactors,No,
OMN-01623,Maarja Kukk,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-00671,Tanel Koppel,Full-time,Permanent,Rotating,2018-02-11,,Active,,2018-03-16,Yes,Yes,2018-10-16,Yes,98,0,10,SAP SuccessFactors,No,Onboarding status missing
OMN-01624,Triin Saar,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00791,Mihkel Tamm,Full-time,Permanent,Standard office hours,2018-11-25,,Active,Yes,2019-01-10,Yes,No,2020-01-18,Yes,69,0,8,SAP SuccessFactors,No,
OMN-01625,Rasmus Saar,AS Eesti Post,Estonia,Narva,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-00332,Maarja Kask,Full-time,Fixed-term,Evening,2015-01-03,,Active,Yes,2015-02-06,Yes,Yes,2015-10-23,Not eligible,88,2,8,SAP SuccessFactors,No,
OMN-01626,Kärt Koppel,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier Team Lead,Lead,OMN-00463,Martin Mägi,Full-time,Fixed-term,Night,2021-11-17,,Active,Yes,2021-12-06,Yes,Yes,2025-05-10,Yes,57,2,14,SAP SuccessFactors,No,
OMN-01627,Kadri Mägi,AS Eesti Post,Estonia,Narva,Postal Services,Operations,Postal Service Specialist,Specialist,OMN-00350,Martin Sepp,Full-time,Permanent,Standard office hours,2019-07-06,,Active,Yes,2019-07-25,Yes,Yes,2022-07-04,No,96,0,4,SAP SuccessFactors,No,
OMN-01628,Evelin Tamm,AS Eesti Post,Estonia,Tartu,Last-Mile Delivery,Operations,Courier,Junior,OMN-01428,Anu Ilves,Full-time,Permanent,Rotating,2024-05-05,,Active,Yes,2024-05-11,Yes,Yes,2024-09-09,No,95,6,24,SAP SuccessFactors,No,
OMN-01629,Maarja Lepp,AS Eesti Post,Estonia,Tartu,Parcel Locker Network,Technical Operations,Parcel Locker Technician,Specialist,OMN-00768,Mihkel Sepp,Full-time,Service contract,Weekend support,2017-09-14,2023-06-07,Exited,Yes,2017-11-07,Yes,Yes,2021-08-30,Yes,57,6,0,SAP SuccessFactors,No,
OMN-01630,Tanel Kask,AS Eesti Post,Estonia,Rakvere,Last-Mile Delivery,Operations,Courier,Junior,OMN-00118,Kadri Mägi,Contractor,Permanent,Evening,2016-02-05,,Active,Yes,2016-03-23,Yes,Yes,2016-07-13,No,78,5,18,SAP SuccessFactors,No,
OMN-01631,Rasmus Kask,AS Eesti Post,Estonia,Tallinn,Last-Mile Delivery,Operations,Senior Route Planner,Senior,OMN-01173,Siim Mägi,Full-time,Permanent,Morning,2015-04-04,2019-10-21,Exited,Yes,2015-05-15,Yes,Yes,2025-04-13,No,87,6,18,SAP SuccessFactors,No,
OMN-01632,Siim Saar,AS Eesti Post,Estonia,Rakvere,Sorting Center Operations,Operations,Sorting Operator,Specialist,OMN-00332,Maarja Kask,Full-time,Permanent,Rotating,2022-05-28,,Active,Yes,2022-06-17,Yes,Yes,2023-02-21,Yes,60,1,21,SAP SuccessFactors,No,
OMN-01633,Evelin Saar,AS Eesti Post,Estonia,Rakvere,Parcel Locker Network,Technical Operations,Field Service Coordinator,Specialist,OMN-00597,Triin Rebane,Full-time,Service contract,Standard office hours,2021-07-19,2023-09-06,Exited,Yes,2021-08-12,Yes,Yes,2026-04-14,Yes,83,0,15,SAP SuccessFactors,No,
OMN-01634,Kärt Lepp,AS Eesti Post,Estonia,Rakvere,International Logistics,Logistics,Senior Customs Support Specialist,Senior,OMN-01475,Maarja Mägi,Part-time,Permanent,Standard office hours,2016-08-01,,Active,Yes,2016-08-30,Yes,Not required,2024-07-25,Yes,75,13,11,SAP SuccessFactors,Yes,
OMN-01635,Rasmus Kask,AS Eesti Post,Estonia,Pärnu,Sorting Center Operations,Operations,Senior Shift Coordinator,Senior,OMN-00147,Kristjan Koppel,Full-time,Permanent,Morning,2022-04-05,,Active,Yes,2022-05-06,Yes,Yes,2024-02-09,Yes,82,0,0,SAP SuccessFactors,No,
OMN-01636,Triin Saar,AS Eesti Post,Estonia,Pärnu,Postal Services,Operations,Postal Service Specialist,Junior,OMN-00864,Rasmus Sepp,Full-time,Fixed-term,Rotating,2016-10-30,,Active,Yes,2016-12-11,Yes,Yes,2017-04-05,Yes,72,9,0,SAP SuccessFactors,No,
OMN-01637,Jaan Mägi,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Route Planner,Specialist,OMN-01494,Maarja Mägi,Full-time,Permanent,Evening,2016-05-14,,Active,Yes,2016-06-07,Yes,Yes,2020-06-13,Yes,55,10,8,SAP SuccessFactors,No,
OMN-01638,Kärt Saar,AS Eesti Post,Estonia,Narva,Last-Mile Delivery,Operations,Courier,Specialist,OMN-00143,Jaan Koppel,Full-time,Permanent,Evening,2017-06-22,2023-08-26,Exited,Yes,2017-07-02,No,Yes,,Yes,60,0,22,SAP SuccessFactors,No,
OMN-01639,Tanel Koppel,AS Eesti Post,Estonia,Pärnu,Last-Mile Delivery,Operations,Courier,Junior,OMN-00992,Anu Mägi,Full-time,Permanent,Evening,2019-05-26,,Active,Yes,2019-06-05,No,Yes,,Yes,96,4,38,SAP SuccessFactors,No,
OMN-01640,Laura Tamm,AS Eesti Post,Estonia,Narva,Parcel Locker Network,Technical Operations,Network Operations Specialist,Specialist,OMN-00528,Siim Kask,Full-time,Fixed-term,Rotating,2021-12-27,,Active,Yes,2022-01-17,Yes,Yes,2023-02-11,Yes,75,1,0,SAP SuccessFactors,No,
